What are the largest breweries in the world ?,food and drink
What did Mr. Magoo flog on TV for General Electric ?,art and entertainment
What s the colored part of the eye called ?,science
How far can you see ?,travel
How many times a year does the American Gourd Society publish The Gourd ?,society
When did Rococo painting and architecture flourish ?,art and entertainment
What color bottles do good Rhine wines come in ?,food and drink
Why is the development of space so important ?,business and industrial
What spy novelist served as Moscow correspondent for Reuter and The Times of London ?,"law, govt and politics"
What caused the Lynmouth floods ?,science
Where can I buy a hat like the kind Jay Kay from Jamiroquai wears ?,art and entertainment
Why is Jane Goodall famous ?,travel
What musical instrument did Sherlock Holmes play ?,art and entertainment
What color is the stripe along each side of a Coho salmon ?,science
What are the chemicals used in glowsticks ?,business and industrial
What is the chemical symbol for nitrogen ?,business and industrial
What building appropriately enough is depicted on the back of the 1-dollar bill ?,"law, govt and politics"
What is a fear of points ?,health and fitness
What was the claim to fame of Explorer I ,society
What is Australia Day ?,travel
What is the origin of the word  mind  ?,art and entertainment
What are the four natural aids used in riding a horse ?,health and fitness
How did ` stat  come to be used as an expression for quickly ?,science
What are amaretto biscuits ?,food and drink
Who wrote Brave New World ?,society
What is the abbreviated term used for the National Bureau of Investigation ?,science
In what medium is Stuart Hamblen considered to be the first singing cowboy ?,art and entertainment
What was the first Lifesaver flavor ?,food and drink
What does a resurrectionist steal ?,technology and computing
What does it take to be a hero ?,society
How far can a man travel in outer space ?,travel
How does a glacier form ?,travel
What is the price for tuberculosis drugs ?,health and fitness
Whose first presidential order was :  Let s get this goddamn thing airborne  ?,"law, govt and politics"
Where is Romania located ?,travel
How does food color affect how you think it will taste ?,business and industrial
When was Dick Clark born ?,art and entertainment
What chocolate company gives you a one-pound kiss ?,business and industrial
How many people lived in Nebraska in the mid 1900s ?,business and industrial
What colors make up a rainbow ?,food and drink
What fuel do airplanes use ?,travel
How do birds have sex ?,society
What is the most common kind of skin cancer in the U.S. ?,health and fitness
What s the abbreviation for limited partnership ?,business and industrial
Who s the twin brother of the Greek goddess Artemis ?,art and entertainment
Who invented the process to make condensed milk ?,food and drink
How do you select wine ?,food and drink
How much snow equals an inch of rain ?,science
On which flight did Fawaz Younis commit air piracy and hostage taking ?,society
In what year did China and the Republic of Korea establish diplomatic relations ?,travel
What is a fear of everything ?,health and fitness
What was the name of the orca that died of a fungal infection ?,health and fitness
Where can I find information on the Narragansett Indians and other tribes in Rhode Island ?,food and drink
What was the name of the U.S. s first manned space program ?,business and industrial
What is the current ticket fare from from Cairo to Barbados ?,travel
What is the website for the USA journal ?,business and industrial
How many CDs has Garth Brooks sold ?,art and entertainment
What manufacturers are there in Texas ?,business and industrial
Where is the Danube ?,travel
Why do horseshoes bring luck ?,sports
What composer was awarded the Medal of Honor by Franklin D. Roosevelt ?,society
How much caffeine is in a 16 oz cup of coffee ?,food and drink
Who was chairman of the Senate select committee that tried to get to the bottom of Watergate ?,"law, govt and politics"
What s the most delicate-tasting member of the onion family ?,food and drink
What makes a clitoris sensitive ?,society
What is the connection between New Krypton and Daxam ?,technology and computing
How large is Missouri s population ?,science
What country did the Allies invade in World War II s Operation Avalanche ?,society
What century does Captain Video live in ?,technology and computing
Who runs Andy Capp s favorite pub ?,food and drink
What term does a Czech use to describe a Pole ?,art and entertainment
What is the medical term for cancer of the blood ?,health and fitness
How did the U.S. come into the possession of an empire in the wake of the Spanish-American War ?,society
How do telephones work ?,technology and computing
How many shillings more than 2 were there in a guinea ?,food and drink
What s the staff of life mentioned in the Lord s Prayer ?,food and drink
What was Einstein s birthplace ?,science
What state produces the best lobster to eat ?,food and drink
How did Rocky Marciano die ?,sports
What sport is known for hooligans ?,sports
What causes rust ?,business and industrial
What disease is the second-biggest killer of North Americans ?,health and fitness
What was the outcome of the 1945 Yalta Conference ?,society
What made the Finger Lakes in western New York state ?,food and drink
What is  the bear of beers  ?,food and drink
What are the statistics for drunken drivers in Maryland ?,science
What is glass made of ?,business and industrial
When was the Bill of Rights ratified ?,"law, govt and politics"
What did Dan Aykroyd and John Belushi quit Saturday Night Live to become ?,art and entertainment
How many counties are in Indiana ?,society
What is a Cartesian Diver ?,science
What is the most advanced handheld calculator in the world ?,technology and computing
What is the theory of equivalence states ?,science
Where did the 6th annual meeting of Indonesia-Malaysia forest experts take place ?,business and industrial
What s the closest G2 Spectrum Yellow Dwarf to Earth ?,health and fitness
What is hypertext ?,technology and computing
Where can I get cotton textiles importer details ?,business and industrial
What is the VDRL test of blood ?,health and fitness
What keeps clouds in the air ?,"law, govt and politics"
What award is the  Oscar  of advertising ?,business and industrial
What song served as the closing theme of The Johnny Cash Show ?,art and entertainment
What ice creams contain seaweed ?,food and drink
What is the Viking Prince s first name ?,art and entertainment
What city hosted the first Winter Olympics in Asia ?,sports
What is the lowest level of the American judiciary ?,"law, govt and politics"
What baseball star turned down a $1 ,sports
What New York Yankee was known as The Iron Horse ?,sports
What Jewish holiday saw the start of the 1973 Mideast War ?,society
What is a firewall ?,technology and computing
What makes a tornado turn ?,science
What is the average hourly rate of American workers ?,society
Who invented the radio ?,art and entertainment
What was the first video ever made ?,technology and computing
How does hair curl ?,sports
What is a fear of food ?,health and fitness
Name a Gaelic language .,sports
What makes hamburgers taste like steakburgers ?,food and drink
What was the name of the peace agreement imposed on Germany after World War I ?,society
What does the abbreviation IOC stand for ?,sports
Where can I find full written draft of CTBT ?,"law, govt and politics"
What is a fear of night or darkness ?,health and fitness
What does a chiropodist treat ?,health and fitness
What U.S. vice-president said :  Some newspapers dispose of their garbage by printing it  ?,science
Approximately how much does a teaspoon of matter weigh in a black hole ?,food and drink
How many members are in the California congressional delegation ?,"law, govt and politics"
What company s trademark was His Master s Voice ?,technology and computing
What is a fear of bees ?,health and fitness
Who famously rode to warn the people of Massachusetts that the British were coming ?,science
What is the occupation of Nicholas Cage ?,art and entertainment
Who was the first American citizen awarded the Albert Medal of the Society of Arts ?,society
Who is behind the name of the Harvey Wallbanger drink ?,food and drink
Where is Mile High Stadium ?,sports
What are the most common breeding birds in the U.S. ?,science
How many websites are there in the world ?,technology and computing
What Asian country once thrilled to the sport of cricket fighting ?,sports
How much salt is in the oceans ?,business and industrial
What is  the taste that beats the others cold  ?,technology and computing
What European country boasts the city of Furth ,travel
What is goldenseal ?,health and fitness
What is the difference between optical and digital video ?,technology and computing
What astronomical phenomenon takes place in Jan. 1999 ?,science
What weapon is the mythological character Apollo most proficient with ?,art and entertainment
What program do I need to run a .tbk file ?,technology and computing
How many American soldiers have died for their country to date ?,"law, govt and politics"
What is the all-time stock high of Apple Computer ,technology and computing
What department store heir is responsible for raising a three-ton safe from the underwater wreckage of the Andrea Doria ?,sports
What does  extended definition  mean and how would one write a paper on it ?,science
Who was shot in the back during a Poker game in Deadwood ,art and entertainment
What is the normal resting heart rate of a healthy adult ?,health and fitness
What is Supergirl s secret identity ?,"law, govt and politics"
What s an easy way to count the approximate number of fish in a lake ?,food and drink
How is thalassemia defined ?,health and fitness
What animal dined on bread and oysters with a carpenter ?,food and drink
What therapy attempts to elicit the  primal scream  ?,health and fitness
What is the executor in a will ?,"law, govt and politics"
What is the feudal system ?,science
How is water treated to make it safe to drink ?,food and drink
What National Basketball Association superstar told his story in Giant Steps ?,sports
When was the San Francisco fire ?,"law, govt and politics"
What was the sequel to The Moon s Balloon ?,business and industrial
What was the top box office movie in April 1998 ?,art and entertainment
Where was the first restaurant ?,food and drink
When was the De Beers company founded ?,travel
What does the word  meta  mean ?,technology and computing
Where are the headquarters of Eli Lilly ?,health and fitness
How can I get a comic character I made copyrighted and published ?,art and entertainment
How do you clean an LCD monitor screen ?,technology and computing
What does the name  Justin  mean ?,science
What city is sometimes called The Athens of Switzerland ?,travel
What does Elysium mean ?,travel
What are Cobol ,technology and computing
What U.S. state has an element named for it ?,"law, govt and politics"
What do you need to do to marry someone in jail ?,society
What is the name of actor Rex Harrison s son ,art and entertainment
How hot does the inside of an active volcano get ?,travel
Name a technique widely used to detect birth defects ?,health and fitness
How many feet long is a baseball pitcher s rubber ?,sports
Name a civil war battlefield .,society
Who was made the first honorary citizen of the U.S. ?,travel
What countries have the largest armed forces in the world ?,"law, govt and politics"
Why is the universe flat ,science
In what state was there an 11 million gallon oil spill ?,business and industrial
What was  America s recessed-filter cigarette  ?,travel
How many stars are there on the Soviet Union s flag ?,travel
Which is a real berry : blackberry ,technology and computing
What does the Greek word polis mean ,travel
What is the exchange rate between England and the U.S. ?,"law, govt and politics"
What is her profession ?,business and industrial
How many hands does Bjorn Borg use when hitting his forehand ?,sports
With whom did Bush compare Saddam Hussein ?,"law, govt and politics"
Name the person who burst through the screen in the Lite beer commercials .,technology and computing
What makes thunder ?,sports
How many people died because of a smoking problem in 1997 ?,health and fitness
What is the horsepower of the shuttle boosters ?,business and industrial
What s the most commonly-spoken language in Belgium ?,travel
Who lives at 39 Stone Canyon Way ?,sports
How do clouds form ?,science
Why do people shake hands to show friendliness ?,business and industrial
What was Darth Vader s son named ?,technology and computing
How many dots make up the symbol for  because  ?,business and industrial
What s the most popular four-player game of all time ?,technology and computing
How many stations do you shoot from in the basketball game  Around the World  ?,sports
Which sex is twice as likely to contract leprosy ?,health and fitness
What is typhoid fever ?,health and fitness
What mountain range is traversed by the highest railroad in the world ?,travel
What makes you fat ?,health and fitness
Where was the Cisalpine Republic ,"law, govt and politics"
How many Gutenberg Bibles are there ?,art and entertainment
How many calories are there in a glass of water ?,food and drink
How many sperm cells are in an average ejaculation ?,health and fitness
What s nature s purpose for tornadoes ?,science
What are tonsils for ?,health and fitness
What time of year do most people fly ?,sports
What does NECROSIS mean ?,health and fitness
What country other than Germany invaded Poland in September 1939 ?,society
What is the tallest building in Japan ?,travel
What snack food has ridges ?,food and drink
What famous soldier was born in Europe ,travel
How was the element calcium named ?,technology and computing
Where did Luther display his  Ninety-Five Theses  ?,"law, govt and politics"
What are the Urals ?,travel
What river runs through Colorado ,sports
How do you ask questions ?,technology and computing
Who coined the term NN cyberspace  in his novel NN Neuromancer  ?,art and entertainment
What is the most efficient way to start a barbeque ?,food and drink
What famous meat company went out of business because it became known that the underworld had been selling them kangaroo meat ?,business and industrial
Who is stationed at Camp Swampy in the comic strips ?,"law, govt and politics"
What are all the different types of pizza ?,food and drink
Name the only extant trilogy of classical Greek plays .,art and entertainment
Who invented baseball ?,sports
What is the origin of the surname of Braun ?,science
What is a fear of clouds ?,health and fitness
What video format was an alternative to VHS ?,health and fitness
How do ants have sex ?,society
When was the Battle of Hastings ?,"law, govt and politics"
Shea and Gould had an office in Los Angeles for how long before closing it ?,business and industrial
What is a mathematical factor ?,business and industrial
How many chemical elements are there ?,science
How many three-letter permutations can be made from the four letters : c ?,science
What is the longest English word that can be formed using just the first row of letters on a typewriter ?,technology and computing
Where is the Mayo Clinic ?,health and fitness
What time of day did Emperor Hirohito die ?,travel
What is the abbreviated form of the National Bureau of Investigation ?,science
What United States city produces the most oil ?,business and industrial
In what year did the US Marine Corps adopt the motto  Semper Fidelis  ?,"law, govt and politics"
What explorer was nicknamed Iberia s Pilot ?,travel
What is the number of American soldiers deployed to South Korea ?,"law, govt and politics"
What is the date of Bastille Day ?,travel
How long was the OJ Simpson trial ?,society
What hard-of hearing artist painted Sunflowers ?,health and fitness
What was the death toll at the eruption of Mount Pinatubo ?,"law, govt and politics"
What s the most popular form of bridge ?,technology and computing
What is a gas release event ?,business and industrial
Who wrote ` The Pines of Rome  ?,sports
Who won the first World Series ?,sports
What does the E stand for in the equation E=mc2 ?,science
How do you say I love you in Spanish ?,science
How can I find out my Moon sign ?,health and fitness
What former president s daughter has written a book titled Murder in the White House ?,society
Who did Jackie Kennedy commission to write The Death of a President ?,"law, govt and politics"
How does lightning travel ?,travel
What was Al Capone finally imprisoned for ,society
Who is section manager for guidance and control systems at JPL ?,technology and computing
What will the California gas tax be in the year 2000 ?,business and industrial
Who produces Spumante ?,health and fitness
What is the best way to overcome a fear ?,health and fitness
What does God create in the first sentence of the Bible ?,technology and computing
How can I transport files from one computer to another ?,travel
What s the slowest Olympic swimming stroke ?,health and fitness
What causes rust ?,business and industrial
What does BTU mean ?,business and industrial
What does  intractable plantar keratoma  mean ?,health and fitness
What is a fear of trees ?,health and fitness
What is the chemical reactivity of argon ?,science
What jockey won 17 Triple Crown races ?,sports
What does the abbreviation AIDS stand for ?,health and fitness
Which Ventura County police department seized the largest cocaine shipment in it s history ?,"law, govt and politics"
How did the 7th inning stretch get started ?,sports
When was Yemen reunified ?,"law, govt and politics"
What does U.S.S.R. stand for ?,"law, govt and politics"
What war did Florence Nightingale tend the troops in ?,society
What does the term glory hole mean ?,society
What is a hyperlink ?,business and industrial
What eastern state sprouted the first commercial nuclear power plant in the U.S. ?,business and industrial
How many objects orbit the Earth ?,technology and computing
What two European countries entered the War of American Independence against the British ?,society
Which Vietnamese terrorist is now a UN delegate in Doonesbury ?,"law, govt and politics"
Why do men snore ?,health and fitness
What is chronic constipation a symptom of ?,health and fitness
What are the words to the Canadian National anthem ?,travel
How many bends are there in a standard paper clip ?,business and industrial
Where can I get U.S. economic statistics ?,science
Who was the only U.S. President to wear a Nazi uniform ?,"law, govt and politics"
Who is the current prime minister and president of Russia ?,"law, govt and politics"
Where do people mountain climb in Nepal ?,sports
What state is Niagara Falls located in ?,business and industrial
Who was the first jockey to ride two Triple Crown winners ?,sports
Who was William Henry Harrison ?,"law, govt and politics"
What is the name of the largest water conservancy project in China ?,business and industrial
Where does tuberculosis come from ?,health and fitness
What former major-league left-handed baseball pitcher was known as  Space Man  ?,sports
What happened during the Blackhawk Indian war of 1832 ?,society
When was John D. Rockefeller born ?,business and industrial
What does the name Kelly mean ?,science
What is Columbia Tristar s phone number ?,technology and computing
What are a baseball team s firemen ?,sports
Who owns the St. Louis Rams ?,sports
What Kentucky city calls itself The Horse Center of America ?,sports
How do I log on to home page at Headquarters U.S. European Command ?,"law, govt and politics"
How long does a human live ?,"law, govt and politics"
Who won World War II ?,society
What did Richard Feynman say upon hearing he would receive the Nobel Prize in Physics ?,science
Who is the Voyager project manager ?,business and industrial
What operating system do IBM-compatible machines use ?,technology and computing
Whose image is alleged to be on The Shroud of Turin ?,science
How long was the TV mission of Star Trek s Enterprise to be ?,art and entertainment
How do they produce vitamins ?,food and drink
What kind of weapons were used in Medieval warfare ?,science
What Kenyan city is the safari center for East Africa ?,travel
What does each of the utilities cost in Monopoly ?,technology and computing
Where is the Isle of Man ?,travel
Where is Tornado Alley ?,science
What is a leaky heart valve ?,health and fitness
What album put The Beatles on the cover of Time in 1967 ?,art and entertainment
What was Eduard Shevardnadze s job in the Soviet Union ?,society
What Colorado city owns its own glacier ?,travel
What was the name of Hitler s unsuccessful attempt to overthrow the Bavarian government in Munich in 1923 ?,"law, govt and politics"
What is narcolepsy ?,health and fitness
What is the difference between a median and a mean ?,science
Where is Logan Airport ?,travel
How many dogs pull a sled in the Iditarod ?,sports
What should you yell to hail a taxi in Madrid ?,science
Why can t women serve in the Navy on board submarines ?,"law, govt and politics"
When did Amtrak begin operations ?,business and industrial
What level of government or governmental agency is responsible for dealing with racism ?,"law, govt and politics"
How long does it take the typical American to eat 23 quarts of ice cream ?,food and drink
How do you convert foot-pounds to foot-inches ?,technology and computing
Which German president was pressured into appointing Hitler chancellor in 1933 ?,society
What is the name of the Michelangelo painting that shows two hands with fingers touching ?,art and entertainment
What is a fear of cholera ?,health and fitness
What spice do chefs pay the most for ?,food and drink
How many referees work a soccer game ?,sports
Where can I find up-to-date coastal ocean surface temperature information ,business and industrial
What is a language spoken by the Sioux ?,society
What is the origin of the atom ?,technology and computing
How does a hurricane form ?,science
Which Bloom County resident wreaks havoc with a computer ?,technology and computing
Who was Whitcomb Judson ?,science
What do the letters D.C. stand for in Washington ,"law, govt and politics"
What is the origin of the term  buffalo wings  that is used as a menu item in bars across the nation for chicken wings in a spicey sauce ?,food and drink
Why do people in the upper peninsula of Michagin say  eh ?  ?,sports
Who portrayed Carl Bernstein in All the President s Men ?,"law, govt and politics"
How does psorisis disappear ?,business and industrial
What is the death toll of people dying from tuberculosis ?,health and fitness
What country would you visit to ski in the Dolomites ?,sports
What other name were the  Little Rascals  known as ?,art and entertainment
What does NAFTA stand for ?,travel
What was the favorite sport of Tom Wolfe s The Pump House Gang ?,art and entertainment
What color were their horses ?,sports
What s the common name for acetylsalicylic acid ?,health and fitness
What is a fear of pregnancy ?,health and fitness
What is the virus HIV ?,health and fitness
Who asked you to do the Loco-Motion with her in 1962 ?,"law, govt and politics"
What common ailment can t you catch at the North Pole ?,health and fitness
Who was President of Afghanistan in 1994 ?,business and industrial
What is the recommended weight of a 15 year-old male that is 5 ,health and fitness
The name of the actor who played the detective in the film Kindergarden Cop is what ?,society
What American won the world Grand Prix driving championship in 1978 ?,sports
What two South American countries do nt border Brazil ?,travel
What was the backup singing group for Roy Rogers ?,art and entertainment
How many holes are there in a tenpin bowling ball ?,sports
How long was Mao s 1930s Long March ?,"law, govt and politics"
What does Tiffany mean ?,science
What joins white wine to put the spritz in a Spritzer ?,food and drink
What CBS soap opera was interrupted by the bulletin of John F. Kennedy s assassination ?,"law, govt and politics"
The trials resulting from World War II are known as what ?,society
Where can I find all the information I need to know about the English Civil War ,society
How do plants make food ?,food and drink
What effects do nitrates have on the environment ?,science
How do you pronounce  Tzimisce  ?,science
What should the oven be set at for baking Peachy Oat Muffins ?,food and drink
What is one of the languages spoken by the Sioux called ?,technology and computing
How do you make a paintball ?,sports
What is RAM in the computer ?,technology and computing
Who was the second man to walk on the moon ?,sports
What Green Bay Packers coach philosophized :  There s nothing that stokes the fire like hate  ?,"law, govt and politics"
What trophy is awarded to the winners of the Super Bowl ?,sports
How many Superbowls have the ers won ?,society
What did Cool Hand Luke go to jail for ?,society
What are the three winter months in the southern hemisphere ?,travel
When did the neanderthal man live ?,travel
How many consecutive baseball games did Lou Gehrig play ?,sports
What French seaport claims to be The Home of Wines ?,food and drink
Who developed the first polio vaccine ?,health and fitness
What ability has the silkworm moth lost through domestication ?,business and industrial
What is multimedia ?,technology and computing
How many characters makes up a word for typing test purposes ?,technology and computing
What is the origin of the candy cane at Christmas ?,food and drink
What is a storm surge ?,science
When was the bar-code invented ?,technology and computing
What magazine gives us the cream ,food and drink
What is  the soft drink for adults  ?,food and drink
How many e-commerce companies are started every day ?,technology and computing
What is Linux ?,technology and computing
Where do I find information for foreclosure properties on the Internet ?,business and industrial
On average ,business and industrial
How fast must a spacecraft travel to escape Earth s gravity ?,technology and computing
What actor said in A Day at the Races :  Either he s dead or my watch has stopped  ?,sports
What is the abbreviation of the company name ` General Motors  ?,business and industrial
What kind of fish is a coney ?,sports
How can someone become a federal agent ?,"law, govt and politics"
How much Coca Cola is drunk in one day in the world ?,food and drink
Who was the lead actress in the movie ` Sleepless in Seattle  ?,art and entertainment
Saddam Hussein was compared to whom by President Bush ?,"law, govt and politics"
Dialing ,business and industrial
What was American folk hero John Chapman s nickname ?,"law, govt and politics"
Who was the first Holy Roman Emperor ?,travel
Who was the king who was forced to agree to the Magna Carta ?,"law, govt and politics"
What do I call the sons and daughters of my first cousins ?,society
How many questions are on this thing ?,technology and computing
What Dickens novel has David carrying the message  Barkis is willin  to Peggy ?,technology and computing
What city is the setting for Puccini s opera La Boheme ?,art and entertainment
How do you measure the heat of the sun ?,business and industrial
Where does the weird shape of the dinner fish knife originate from ?,food and drink
Who wrote the poem that starts  I love your lips when they re wet with wine and red with a warm desire  ?,food and drink
What ISPs exist in the Caribbean ?,technology and computing
What island has a park called The Battery at is southern tip ?,travel
What horse did Zorro ride ?,art and entertainment
What future President became Senate majority whip under Harry Truman ?,"law, govt and politics"
What state is Mount McKinley in ?,travel
What is Columbia Tristar s phone number ?,technology and computing
How do I change a file from an ART file to a JPEG or Bitmap file ?,technology and computing
When did the  Star-Spangled Banner  become the national anthem ?,sports
What is the highest waterfall in the United States ?,travel
When did Aldous Huxley write ,science
What is Latin for incompetent ?,art and entertainment
What U.S. state borders Illinois to the north ?,"law, govt and politics"
What is the acronym for the National Bureau of Investigation ?,science
What is pasta ?,food and drink
What was organized as a Confederate veterans  social club in Pulaski ,"law, govt and politics"
What is the speed of the Mississippi River ?,science
How do you use an intranet ?,technology and computing
Who was the star of the 1965 Broadway hit Golden Boy ?,sports
In which Kevin Costner movie did Sioux Indians play a role ?,art and entertainment
When did World War I start ?,society
How does a scientific calculator work ?,science
What food of the three bears did Goldilocks eat ?,food and drink
What are new computer games for Windows 95 or 98 ?,technology and computing
What was the name of the lawyer who represented Randy Craft ?,art and entertainment
What ocean does Mauritania border ?,travel
What does  Semper Fidelis  mean ?,"law, govt and politics"
What was the name of the 1899 policy forced on China by which all nations had equal trading rights ?,"law, govt and politics"
What athlete makes the most money from sports merchandise sales ?,sports
What are perfect tenses ?,business and industrial
What is the origin of the word assassinate ?,society
What year did Germany sign its nonaggression pact with the Soviet Union ?,travel
What carries sperm up into the pelvic region ?,health and fitness
What does a teaspoon of matter weigh in a black hole ?,food and drink
What does Las Vegas mean ?,science
What is the name of the American who was captured when his plane went down over Syrian-held Lebanon ?,society
What are the words to the cd Eminem s ,technology and computing
What baseball outcome required nine balls in 1879 ,sports
What two countries in South America are landlocked ?,travel
How is the element strontium purified ?,food and drink
Where is the human skin least sensitive ?,health and fitness
Where on the Internet can I get information about the Fifth Amendment on the American Bill of Rights ?,"law, govt and politics"
What have you not let a tennis ball do if you volley ?,sports
What Apollo 11 astronaut minded the store while Armstrong and Aldrin made history ?,science
What is the  coppertop  battery ?,technology and computing
How do I register a trade name in North Carolina ?,business and industrial
What are John C. Calhoun and Henry Clay known as ?,society
How much electricity does the brain need to work ?,business and industrial
In a computer ,technology and computing
What will a compass do in outer space ?,science
What drink is made up of rum ,food and drink
What did the Yalta Conference lead to ?,travel
Which ear can most people hear better with ?,health and fitness
How can SQL queries be improved ?,technology and computing
What country did the Nile River originate in ?,travel
What is the recipe for Eggs Benedict ?,food and drink
What are the shortest and the longest songs ever produced ?,art and entertainment
What does the name Gina mean ?,science
What s the American dollar equivalent for 8 pounds in the U.K. ?,business and industrial
Why was Muhammad Ali stripped of his title and barred from boxing in 1967 ?,sports
What Homerian epic chronicles events toward the end of the Trojan Wars ?,technology and computing
When was Hurricane Hugo ?,science
Where does chocolate come from ?,food and drink
What does the Ouarterly Review of Doublespeak call an  inoperative statement  ?,"law, govt and politics"
What New Hampshire hamlet rises early to vote first in U.S. presidential elections ?,"law, govt and politics"
What is sound ?,technology and computing
What explosive do you get by mixing charcoal ,food and drink
Who shot Billy the Kid ?,health and fitness
What country contains Africa s northernmost point ?,travel
What is usenet for the Internet ?,technology and computing
Who was the only president to serve two nonconsecutive terms ?,"law, govt and politics"
Who said :  Soldiers win the battles and generals get the credit  ?,society
How long does it take for your blood to make one complete trip through the body ?,health and fitness
Where is the bridge over the river Kwai ?,society
What are the dimensions of an ice hockey goal ?,sports
What was the sister ship of the Olympic ?,travel
Who founded the first aerodynamics laboratory in 1912 ?,science
How does a copier work ?,technology and computing
Who is Colin Powell ?,"law, govt and politics"
What is the origin of  barbeque  ?,food and drink
What country has declared one-fifth of its territory off-limits to Russians ?,society
How do you make dumplings ?,food and drink
What river flows through Vienna ,travel
What is a fear of jealousy ?,health and fitness
What s the only color Johnny Cash wears on stage ?,art and entertainment
What is the hair style called that new military recruits receive ?,"law, govt and politics"
What American poet wrote :  Good fences make good neighbors  ?,art and entertainment
What country is the world s largest importer of cognac ?,food and drink
What is Occam s Razor ?,science
Who created the World Wide Web ,technology and computing
What director portrayed the commandant of the POW camp in 1953 s Stalag 17 ?,society
What are the five most popular Usenet groups ?,technology and computing
What is the world s deadliest infectious disease ?,health and fitness
What is the name of the American swimmer who won seven gold medals in the 1972 Olympics ?,sports
The major league baseball team in Pittsburgh is called what ?,sports
Where is Hearst Castle ,art and entertainment
What was the real name of writer Ross Macdonald ,society
Where is the Statistical Abstract of the United States online ?,science
How many Americans fought for the British in the American Revolution ?,business and industrial
How many fingers are used to draw a bow ?,sports
What do bee hives do in cranberry bogs ?,business and industrial
What Russian master spy lived in the U.S. under the name Emil Goldfus ?,"law, govt and politics"
How does light travel through the void of space if there is no medium for it to ` wave  or ` pulse  .,travel
Name the soft drink that is  number one in the sun . ,food and drink
Jude Law acted in which film ?,art and entertainment
What blood sport features a movement called a veronica ?,health and fitness
What were the first three cities to have a population of more than a million ?,science
What s the better-known identity of John Merrick ,society
What island group contains Jersey ,travel
What sport is Chris Jogis a top player of ?,technology and computing
What predators exist on Antarctica ?,science
What is the origin of the term  The Brooklyn Side  in bowling ?,sports
How does ultraviolet light damage the DNA of skin cells ?,health and fitness
What s new in the postal world in 1999 ?,business and industrial
What country in Latin America is the largest one ?,art and entertainment
What company is being bought by Yahoo and how much is the deal worth ?,business and industrial
What year did the United States pass the Copyright law ?,"law, govt and politics"
How many calories are in a tomato ?,food and drink
Which organization is the Security Council a part of ?,"law, govt and politics"
Where does Barney Rubble go to work after he drops Fred off in the  Flintstones  cartoon series ?,art and entertainment
What kind of sport is often associated with hooligans ?,sports
What are Halloween s colors ?,food and drink
What is the only gland in humans that can regenerate itself ?,health and fitness
What European country is home to the beer-producing city of Budweis ?,travel
What is a fear of going to bed ?,health and fitness
What character did Tex Avery first create upon arriving at MGM ?,art and entertainment
How many points make up a perfect fivepin bowling score ?,sports
What is hyperopia ?,science
What is a wet dream ?,society
What President lived at 219 North Delaware Street ,"law, govt and politics"
How many varieties of apple are there ?,technology and computing
How many milliseconds in a second ?,technology and computing
Name a movie about the Sioux Indians starring Kevin Costner .,art and entertainment
What s the population of Biloxi ,science
What s the second-most-used vowel in English ?,art and entertainment
What film did Lee Marvin win the 1965 best actor Oscar for ?,art and entertainment
What disease did August von Wassermann develop a specific test for in 196 ?,health and fitness
What s approaching when a cyclist shouts :  Oil  ?,business and industrial
What beer tells us ,food and drink
What English physician was born on January 18 ,science
Name the lawyer for Randy Craft .,art and entertainment
What sea surrounds the Cayman Islands ?,travel
What sport was the first televised in the U.S. ?,sports
How do you get a broken cork out of a bottle ?,food and drink
What are the only players eligible to score points in Roller Derby called ?,sports
In what U.S. state was the first woman governor elected ?,"law, govt and politics"
Who do Herb and Tootsie live next door to ?,food and drink
What presidential press secretary dismissed Watergate as a third-rate burglary attempt ?,society
What two countries  coastlines border the Bay of Biscay ?,travel
How do I e-mail someone at aol.com from yahoo.com ?,technology and computing
What Erica Jong novel deals with Isadora Wing s fear ?,health and fitness
What piano company claims its product is the  Instrument of the immortals  ?,art and entertainment
How many colonies did Germany get to keep after World War I ?,society
What President dispatched a cruiser to carry Charles Lindbergh home after his epic flight ?,"law, govt and politics"
What Texas city got its name from the Spanish for  yellow  ?,business and industrial
How do you make a computer chip ?,technology and computing
How do you correctly say the word ` qigong  ?,sports
What year did the Vietnam War end ?,society
Why did the Shea & Gould law firm leave Los Angeles ?,business and industrial
How long do flies live ?,sports
What Las Vegas hotel burned in November ,travel
How many people have been Captain America ?,travel
How many people in the USA say their number one source of information is the newspaper ?,business and industrial
What racehorse won an Associated Press poll as the greatest horse of the 20th century ?,science
What is so powerful about Power Bars ?,food and drink
How hot should the oven be when making Peachy Oat Muffins ?,food and drink
Who shared a New York City apartment with Roger Maris the year he hit 61 home runs ?,sports
When is Boxing Day ?,sports
What are amicable numbers ?,society
What does the donation process entail ?,business and industrial
What s the difference between TFT and dual-scan display ?,technology and computing
On average ,business and industrial
Who played Humpty Dumpty in the 1933 film Alice in Wonderland ?,art and entertainment
Where does the Santa Fe Trail begin and end ?,travel
What body of water does the Danube River flow into ?,science
What was the occupation of Mandy Rice-Davies ?,"law, govt and politics"
Who was the first American poet to win the Nobel Prize for literature ,art and entertainment
Why is the word  abbreviation  so long ?,science
Kosovo is a province of what country ?,society
Why do recipe books recommend starting with cold water when you boil something ?,art and entertainment
How does an ion drive work ?,technology and computing
